subtype,species_latin_name,species_common_name,species_description,SD_prompt
Malvales,Malva sylvestris,Mallow," A perennial with pink flowers, round leaves, and flat, round fruit.","A photograph of a Mallow (Malva sylvestris): A perennial with pink flowers, round leaves, and flat, round fruit."
Malvales,Ochroma pyramidale,Balsa," A large tree with large, ovate leaves, small white flowers, and large, elongated fruit.","A photograph of a Balsa (Ochroma pyramidale): A large tree with large, ovate leaves, small white flowers, and large, elongated fruit."
Malvales,Corchorus olitorius,Jute," A tall annual with small yellow flowers, elongated leaves, and small, round fruit.","A photograph of a Jute (Corchorus olitorius): A tall annual with small yellow flowers, elongated leaves, and small, round fruit."
Malvales,Tilia platyphyllos,Lime," A large tree with heart-shaped leaves, small yellow flowers, and small, round fruit.","A photograph of a Lime (Tilia platyphyllos): A large tree with heart-shaped leaves, small yellow flowers, and small, round fruit."
Malvales,Cola acuminata,Cola Nut," A tall tree with large, glossy leaves, small white flowers, and large, round fruit.","A photograph of a Cola Nut (Cola acuminata): A tall tree with large, glossy leaves, small white flowers, and large, round fruit."
Malvales,Bombax ceiba,Silk Cotton Tree," A large tree with red flowers, palmate leaves, and large, round fruit.","A photograph of a Silk Cotton Tree (Bombax ceiba): A large tree with red flowers, palmate leaves, and large, round fruit."
Malvales,Camellia japonica,Camellia," A shrub with large, glossy leaves and large, showy flowers in various colors.","A photograph of a Camellia (Camellia japonica): A shrub with large, glossy leaves and large, showy flowers in various colors."
Metteniusales,Metteniusa edulis,Metteniusa edulis," A tree with large, glossy, elliptic leaves and clusters of small, white flowers.","A photograph of a Metteniusa edulis (Metteniusa edulis): A tree with large, glossy, elliptic leaves and clusters of small, white flowers."
Metteniusales,Metteniusa tessmannii,Metteniusa tessmannii," A tree with oblong leaves, small white flowers, and orange-red fruit.","A photograph of a Metteniusa tessmannii (Metteniusa tessmannii): A tree with oblong leaves, small white flowers, and orange-red fruit."
Metteniusales,Metteniusa macrophylla,Metteniusa macrophylla," A tree with large, glossy, oblong leaves and clusters of small, white flowers.","A photograph of a Metteniusa macrophylla (Metteniusa macrophylla): A tree with large, glossy, oblong leaves and clusters of small, white flowers."
Metteniusales,Metteniusa tessmannii var,," A tree with smooth, oblong leaves, small white flowers, and orange-red fruit.","A photograph of a Metteniusa tessmannii var: A tree with smooth, oblong leaves, small white flowers, and orange-red fruit."
Metteniusales,Metteniusa macrophylla var,," A tree with large, glossy, oblong leaves and clusters of small, white flowers.","A photograph of a Metteniusa macrophylla var: A tree with large, glossy, oblong leaves and clusters of small, white flowers."
Metteniusales,Metteniusa edulis var,," A tree with large, glossy, elliptic leaves and clusters of small, white flowers.","A photograph of a Metteniusa edulis var: A tree with large, glossy, elliptic leaves and clusters of small, white flowers."
Myrtales,Eucalyptus sideroxylon,Red Ironbark," Dark, deeply furrowed bark with bright red wood underneath. Leaves are lance-shaped and grey-green.","A photograph of a Red Ironbark (Eucalyptus sideroxylon): Dark, deeply furrowed bark with bright red wood underneath. Leaves are lance-shaped and grey-green."
Myrtales,Melaleuca ericifolia,Swamp Paperbark, Characterized by its papery bark and needle-like leaves. Produces clusters of white flowers.,A photograph of a Swamp Paperbark (Melaleuca ericifolia): Characterized by its papery bark and needle-like leaves. Produces clusters of white flowers.
Myrtales,Rhodomyrtus tomentosa,Rose Myrtle," Small evergreen shrub with pink flowers and dark green, leathery leaves. Berries are purple-black when ripe.","A photograph of a Rose Myrtle (Rhodomyrtus tomentosa): Small evergreen shrub with pink flowers and dark green, leathery leaves. Berries are purple-black when ripe."
Myrtales,Lagerstroemia indica,Crepe Myrtle," Known for its smooth, mottled bark and large clusters of pink or white flowers. Leaves turn red in autumn.","A photograph of a Crepe Myrtle (Lagerstroemia indica): Known for its smooth, mottled bark and large clusters of pink or white flowers. Leaves turn red in autumn."
Myrtales,Metrosideros excelsa,Pohutukawa," Large tree with crimson flowers and dark green, leathery leaves. Bark is thick and corky.","A photograph of a Pohutukawa (Metrosideros excelsa): Large tree with crimson flowers and dark green, leathery leaves. Bark is thick and corky."
Myrtales,Metrosideros excelsa,New Zealand Christmas Tree, Known for its vibrant red flowers that bloom around Christmas. Leaves are dark green and leathery.,A photograph of a New Zealand Christmas Tree (Metrosideros excelsa): Known for its vibrant red flowers that bloom around Christmas. Leaves are dark green and leathery.
Myrtales,Leptospermum laevigatum,Australian Tea Tree," Small tree with narrow, grey-green leaves. Produces white flowers in spring.","A photograph of a Australian Tea Tree (Leptospermum laevigatum): Small tree with narrow, grey-green leaves. Produces white flowers in spring."
Myrtales,Agonis flexuosa,Willow Myrtle, Characterized by its weeping branches and clusters of white flowers. Leaves are narrow and dark green.,A photograph of a Willow Myrtle (Agonis flexuosa): Characterized by its weeping branches and clusters of white flowers. Leaves are narrow and dark green.
Myrtales,Eucalyptus camaldulensis,River Red Gum," Large tree with smooth, white bark that sheds in patches. Leaves are lance-shaped and grey-green.","A photograph of a River Red Gum (Eucalyptus camaldulensis): Large tree with smooth, white bark that sheds in patches. Leaves are lance-shaped and grey-green."
Myrtales,Callistemon pallidus,Lemon Bottlebrush, Known for its lemon-yellow flowers that resemble a bottlebrush. Leaves are narrow and grey-green.,A photograph of a Lemon Bottlebrush (Callistemon pallidus): Known for its lemon-yellow flowers that resemble a bottlebrush. Leaves are narrow and grey-green.
Myrtales,Eucalyptus robusta,Swamp Mahogany," Characterized by its thick, rough bark and broad, glossy leaves. Produces clusters of white flowers.","A photograph of a Swamp Mahogany (Eucalyptus robusta): Characterized by its thick, rough bark and broad, glossy leaves. Produces clusters of white flowers."
Myrtales,Melaleuca nesophila,Pink Melaleuca," Small shrub with pink flowers and grey-green, needle-like leaves. Bark is papery and peels off in strips.","A photograph of a Pink Melaleuca (Melaleuca nesophila): Small shrub with pink flowers and grey-green, needle-like leaves. Bark is papery and peels off in strips."
Myrtales,Callistemon citrinus,Scarlet Bottlebrush, Known for its bright red flowers that resemble a bottlebrush. Leaves are lance-shaped and dark green.,A photograph of a Scarlet Bottlebrush (Callistemon citrinus): Known for its bright red flowers that resemble a bottlebrush. Leaves are lance-shaped and dark green.
Myrtales,Angophora costata,Sydney Red Gum," Large tree with smooth, pink-orange bark that sheds in patches. Leaves are broad and dark green.","A photograph of a Sydney Red Gum (Angophora costata): Large tree with smooth, pink-orange bark that sheds in patches. Leaves are broad and dark green."
Myrtales,Corymbia maculata,Spotted Gum," Characterized by its smooth, mottled bark and lance-shaped, dark green leaves.","A photograph of a Spotted Gum (Corymbia maculata): Characterized by its smooth, mottled bark and lance-shaped, dark green leaves."
Myrtales,Eucalyptus paniculata,Grey Ironbark," Known for its dark, deeply furrowed bark and lance-shaped, grey-green leaves.","A photograph of a Grey Ironbark (Eucalyptus paniculata): Known for its dark, deeply furrowed bark and lance-shaped, grey-green leaves."
Myrtales,Callistemon pityoides,Alpine Bottlebrush, Small shrub with yellow flowers that resemble a bottlebrush. Leaves are narrow and grey-green.,A photograph of a Alpine Bottlebrush (Callistemon pityoides): Small shrub with yellow flowers that resemble a bottlebrush. Leaves are narrow and grey-green.
Myrtales,Melaleuca linariifolia,Snow-in-summer," Characterized by its papery bark and narrow, grey-green leaves. Produces clusters of white flowers.","A photograph of a Snow-in-summer (Melaleuca linariifolia): Characterized by its papery bark and narrow, grey-green leaves. Produces clusters of white flowers."
Myrtales,Eucalyptus tereticornis,Forest Red Gum," Large tree with smooth, white bark that sheds in patches. Leaves are lance-shaped and dark green.","A photograph of a Forest Red Gum (Eucalyptus tereticornis): Large tree with smooth, white bark that sheds in patches. Leaves are lance-shaped and dark green."
Myrtales,Melaleuca styphelioides,Prickly Paperbark," Known for its papery, peeling bark and needle-like leaves. Produces clusters of white flowers.","A photograph of a Prickly Paperbark (Melaleuca styphelioides): Known for its papery, peeling bark and needle-like leaves. Produces clusters of white flowers."
Nymphaeales,Nymphaea alba,White Water Lily," Large white flowers with yellow centers, floating on the water surface with round leaves.","A photograph of a White Water Lily (Nymphaea alba): Large white flowers with yellow centers, floating on the water surface with round leaves."
Nymphaeales,Nuphar lutea,Yellow Water Lily," Yellow cup-shaped flowers, floating leaves are heart-shaped with a deep cleft.","A photograph of a Yellow Water Lily (Nuphar lutea): Yellow cup-shaped flowers, floating leaves are heart-shaped with a deep cleft."
Nymphaeales,Nymphaea texasiana,Texas Water Lily," White to light pink flowers, leaves are green and round with a notch at the base.","A photograph of a Texas Water Lily (Nymphaea texasiana): White to light pink flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea tetragona,Pygmy Water Lily," Small white flowers, leaves are green and round with a notch at the base.","A photograph of a Pygmy Water Lily (Nymphaea tetragona): Small white flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea caerulea,Blue Lotus," Blue to purple flowers, leaves are green and round with a notch at the base.","A photograph of a Blue Lotus (Nymphaea caerulea): Blue to purple flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea pubescens,Pink Water Lily," Pink flowers, leaves are green and round with a notch at the base.","A photograph of a Pink Water Lily (Nymphaea pubescens): Pink flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea rubra,Red Water Lily," Red flowers, leaves are green and round with a notch at the base.","A photograph of a Red Water Lily (Nymphaea rubra): Red flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea odorata,American White Water Lily," White flowers with a strong fragrance, leaves are green and round with a notch at the base.","A photograph of a American White Water Lily (Nymphaea odorata): White flowers with a strong fragrance, leaves are green and round with a notch at the base."
Nymphaeales,Nuphar lutea,European Yellow Water Lily," Yellow cup-shaped flowers, floating leaves are heart-shaped with a deep cleft.","A photograph of a European Yellow Water Lily (Nuphar lutea): Yellow cup-shaped flowers, floating leaves are heart-shaped with a deep cleft."
Nymphaeales,Nymphaea capensis,Cape Blue Water Lily," Blue flowers, leaves are green and round with a notch at the base.","A photograph of a Cape Blue Water Lily (Nymphaea capensis): Blue flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nymphaea nouchali,Stellate Water Lily," Star-shaped blue flowers, leaves are green and round with a notch at the base.","A photograph of a Stellate Water Lily (Nymphaea nouchali): Star-shaped blue flowers, leaves are green and round with a notch at the base."
Nymphaeales,Nelumbo nucifera,East Indian Lotus," Pink to white flowers, leaves are green and round, held above the water surface.","A photograph of a East Indian Lotus (Nelumbo nucifera): Pink to white flowers, leaves are green and round, held above the water surface."
